Titulo,Autor,ImgUrl,SiteUrl,Preco
      Inferno (Robert Langdon)    ,"      Brown, Dan    ",https://d1pkzhm5uq4mnt.cloudfront.net/imagens/capas/mp_331f4dc58f2f99fd80297bf88a8d5ae4.jpg,https://www.estantevirtual.com.br/livrariaeureka/brown-dan-inferno-robert-langdon--2732172884?show_suggestion=0,"R$ 29,90"
      Anjos e Demônios - Capa do Filme    ,      Dan Brown; Maria Luiza Newland...    ,https://d1pkzhm5uq4mnt.cloudfront.net/imagens/capas/_32fffc4a27493828bf0dc2bedf599664e324eb2e.jpg,https://www.estantevirtual.com.br/membooks/dan-brown-maria-luiza-newlands-anjos-e-demonios-capa-do-filme-2846713499?show_suggestion=0,"R$ 35,00"
"      Sinfonia Dos Animais, A    ",      Dan Brown    ,https://5934488p.ha.azioncdn.net/capas-livros/9786555650105-dan-brown-sinfonia-dos-animais-1182273160.jpg,https://www.estantevirtual.com.br/livrariadosvovos/dan-brown-sinfonia-dos-animais-a-3034220371?show_suggestion=0,"R$ 37,14"
"      Sinfonia Dos Animais, A    ",      Dan Brown    ,https://5934488p.ha.azioncdn.net/capas-livros/9786555650105-dan-brown-sinfonia-dos-animais-1182273160.jpg,https://www.estantevirtual.com.br/livrariadosvovos/dan-brown-sinfonia-dos-animais-a-3034198537?show_suggestion=0,"R$ 37,14"
"      Sinfonia Dos Animais, A    ",      Dan Brown    ,https://5934488p.ha.azioncdn.net/capas-livros/9786555650105-dan-brown-sinfonia-dos-animais-1182273160.jpg,https://www.estantevirtual.com.br/livrariadosvovos/dan-brown-sinfonia-dos-animais-a-3034179424?show_suggestion=0,"R$ 37,14"
"      Sinfonia Dos Animais, A    ",      Dan Brown    ,https://5934488p.ha.azioncdn.net/capas-livros/9786555650105-dan-brown-sinfonia-dos-animais-1182273160.jpg,https://www.estantevirtual.com.br/livrariadosvovos/dan-brown-sinfonia-dos-animais-a-3034208600?show_suggestion=0,"R$ 37,14"
"      Sinfonia Dos Animais, A    ",      Dan Brown    ,https://5934488p.ha.azioncdn.net/capas-livros/9786555650105-dan-brown-sinfonia-dos-animais-1182273160.jpg,https://www.estantevirtual.com.br/livrariadosvovos/dan-brown-sinfonia-dos-animais-a-3034215093?show_suggestion=0,"R$ 37,14"
"      CODIGO DA VINCI, O - POP CHIC - ARQUEIRO    ","      BROWN, DAN    ",https://d1pkzhm5uq4mnt.cloudfront.net/imagens/livro_sem_capa_120814.png,https://www.estantevirtual.com.br/livruz/brown-dan-codigo-da-vinci-o-pop-chic-arqueiro-3041066768?show_suggestion=0,"R$ 37,91"
      Inferna    ,      Dan Brown    ,https://d1pkzhm5uq4mnt.cloudfront.net/imagens/capas/_25a062cfdaee556cd1899f96e0089ab57d849dbf.jpg,https://www.estantevirtual.com.br/livrosecia596/dan-brown-inferna-877787089?show_suggestion=0,"R$ 38,00"
      o código da vinci  edição especial para ...    ,      dan brown    ,https://5934488p.ha.azioncdn.net/capas-livros/9788580416251-dan-brown-o-codigo-da-vinci-3976013343.jpg,https://www.estantevirtual.com.br/livrarialivrovivo/dan-brown-o-codigo-da-vinci-edicao-especial-para-jovens-robert-langdon--3025691318?show_suggestion=0,"R$ 39,50"
      O Código da Vinci - Pop Chic    ,      Dan Brown    ,https://d1pkzhm5uq4mnt.cloudfront.net/imagens/capas/_3c604f4c2330f9071ddca9a3d083cb2959288739.png,https://www.estantevirtual.com.br/membooks/dan-brown-o-codigo-da-vinci-pop-chic-2897338487?show_suggestion=0,"R$ 39,90"
      O Código da Vinci - Pop Chic    ,      Dan Brown    ,https://d1pkzhm5uq4mnt.cloudfront.net/imagens/capas/_3c604f4c2330f9071ddca9a3d083cb2959288739.png,https://www.estantevirtual.com.br/membooks/dan-brown-o-codigo-da-vinci-pop-chic-2897338488?show_suggestion=0,"R$ 39,90"
      O Código da Vinci - Pop Chic    ,      Dan Brown    ,https://d1pkzhm5uq4mnt.cloudfront.net/imagens/capas/_3c604f4c2330f9071ddca9a3d083cb2959288739.png,https://www.estantevirtual.com.br/membooks/dan-brown-o-codigo-da-vinci-pop-chic-2897338486?show_suggestion=0,"R$ 39,90"
